,gfw_fid,company,plantation,rfr_label,pct_overlap
0,126,Benta Wawasan Sdn Bhd,Benta Wawasan Sdn Bhd,Extremely High (more than 1 in 100),85.21
1,126,Benta Wawasan Sdn Bhd,Benta Wawasan Sdn Bhd,"High (6 in 1,000 to 1 in 100)",14.79
2,127,Boustead Plantations Berhad,Balau,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
3,128,Boustead Plantations Berhad,Balau,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
4,129,Boustead Plantations Berhad,Batu Pekaka,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
5,130,Boustead Plantations Berhad,Bawan,"High (6 in 1,000 to 1 in 100)",100.0
6,131,Boustead Plantations Berhad,Bebar,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
7,132,Boustead Plantations Berhad,Bekoh,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
8,133,Boustead Plantations Berhad,Bukit Limau,"High (6 in 1,000 to 1 in 100)",100.0
9,134,Boustead Plantations Berhad,Bukit Mertajam,"High (6 in 1,000 to 1 in 100)",40.86
10,134,Boustead Plantations Berhad,Bukit Mertajam,"Medium - High (2 in 1,000 to 6 in 1,000)",59.14
11,135,Boustead Plantations Berhad,Bukit Segamaha,"High (6 in 1,000 to 1 in 100)",100.0
12,136,Boustead Plantations Berhad,Chamek,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
13,137,Boustead Plantations Berhad,ELDRED,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
14,138,Boustead Plantations Berhad,G&G,"High (6 in 1,000 to 1 in 100)",100.0
15,139,Boustead Plantations Berhad,JIH,"High (6 in 1,000 to 1 in 100)",100.0
16,140,Boustead Plantations Berhad,JIH,"High (6 in 1,000 to 1 in 100)",100.0
17,141,Boustead Plantations Berhad,Kawananan,Extremely High (more than 1 in 100),37.29
18,141,Boustead Plantations Berhad,Kawananan,"Medium - High (2 in 1,000 to 6 in 1,000)",62.71
19,142,Boustead Plantations Berhad,Kelimut,"High (6 in 1,000 to 1 in 100)",100.0
20,143,Boustead Plantations Berhad,Kelimut,"High (6 in 1,000 to 1 in 100)",100.0
21,144,Boustead Plantations Berhad,Ketengah Perwira,"High (6 in 1,000 to 1 in 100)",100.0
22,145,Boustead Plantations Berhad,Ketengah Perwira,"High (6 in 1,000 to 1 in 100)",100.0
23,146,Boustead Plantations Berhad,KTS,"High (6 in 1,000 to 1 in 100)",100.0
24,147,Boustead Plantations Berhad,Kuala Muda,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
25,148,Boustead Plantations Berhad,Kuala Muda,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
26,149,Boustead Plantations Berhad,Kulai Young,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
27,150,Boustead Plantations Berhad,Lembah Paitan,Extremely High (more than 1 in 100),100.0
28,151,Boustead Plantations Berhad,Lepan Kabu,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
29,152,Boustead Plantations Berhad,Loagan Bunut,"High (6 in 1,000 to 1 in 100)",100.0
30,153,Boustead Plantations Berhad,Malakoff,"High (6 in 1,000 to 1 in 100)",86.85
31,153,Boustead Plantations Berhad,Malakoff,"Medium - High (2 in 1,000 to 6 in 1,000)",13.15
32,154,Boustead Plantations Berhad,Malakoff,"High (6 in 1,000 to 1 in 100)",100.0
33,155,Boustead Plantations Berhad,Malaya,"High (6 in 1,000 to 1 in 100)",100.0
34,156,Boustead Plantations Berhad,Malaya,"High (6 in 1,000 to 1 in 100)",100.0
35,157,Boustead Plantations Berhad,Maong,"High (6 in 1,000 to 1 in 100)",100.0
36,158,Boustead Plantations Berhad,Mapai,Extremely High (more than 1 in 100),99.86
37,158,Boustead Plantations Berhad,Mapai,"High (6 in 1,000 to 1 in 100)",0.14
38,159,Boustead Plantations Berhad,Nak,"High (6 in 1,000 to 1 in 100)",89.83
39,160,Boustead Plantations Berhad,Nak,"High (6 in 1,000 to 1 in 100)",100.0
40,161,Boustead Plantations Berhad,Pedai,"High (6 in 1,000 to 1 in 100)",100.0
41,162,Boustead Plantations Berhad,Pedai,"High (6 in 1,000 to 1 in 100)",100.0
42,163,Boustead Plantations Berhad,Resort,"High (6 in 1,000 to 1 in 100)",100.0
43,164,Boustead Plantations Berhad,Segaria,Extremely High (more than 1 in 100),100.0
44,165,Boustead Plantations Berhad,Solandra,"High (6 in 1,000 to 1 in 100)",100.0
45,166,Boustead Plantations Berhad,Stothard,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
46,167,Boustead Plantations Berhad,Stothard,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
47,168,Boustead Plantations Berhad,Sungai-Sungai I,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
48,169,Boustead Plantations Berhad,Sungai-Sungai II,Extremely High (more than 1 in 100),13.72
49,169,Boustead Plantations Berhad,Sungai-Sungai II,"Medium - High (2 in 1,000 to 6 in 1,000)",86.28
50,170,Boustead Plantations Berhad,Sungai-Sungai III,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
51,171,Boustead Plantations Berhad,Sungai Jernih,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
52,172,Boustead Plantations Berhad,Sungai Lelak,"High (6 in 1,000 to 1 in 100)",100.0
53,173,Boustead Plantations Berhad,Sungai Segamaha,"High (6 in 1,000 to 1 in 100)",100.0
54,174,Boustead Plantations Berhad,Sutera,"High (6 in 1,000 to 1 in 100)",100.0
55,175,Boustead Plantations Berhad,Tabung Tentera Sabah,"High (6 in 1,000 to 1 in 100)",100.0
56,176,Boustead Plantations Berhad,Tabung Tentera Terengganu,"High (6 in 1,000 to 1 in 100)",100.0
57,177,Boustead Plantations Berhad,Taiping Rubber Plantations,"High (6 in 1,000 to 1 in 100)",100.0
58,178,Boustead Plantations Berhad,Telok Sengat,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
59,218,Carotino / JC Chang Group (Asia Production Unit),Asia Oil Palm Estate 2,"High (6 in 1,000 to 1 in 100)",100.0
60,219,Carotino / JC Chang Group (Asia Production Unit),Hwa Li Estate 3,Extremely High (more than 1 in 100),5.31
61,219,Carotino / JC Chang Group (Asia Production Unit),Hwa Li Estate 3,"High (6 in 1,000 to 1 in 100)",94.69
62,220,Carotino / JC Chang Group (Asia Production Unit),Melewar Estate 2,"High (6 in 1,000 to 1 in 100)",100.0
63,221,Carotino / JC Chang Group (Carotino Production Unit),Asia Oil Palm Estate 1,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
64,222,Carotino / JC Chang Group (Carotino Production Unit),Hwa Li Estate 1,"High (6 in 1,000 to 1 in 100)",100.0
65,223,Carotino / JC Chang Group (Carotino Production Unit),Hwa Li Estate 2,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
66,224,Carotino / JC Chang Group (Carotino Production Unit),Maran Estate,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
67,225,Carotino / JC Chang Group (Carotino Production Unit),Pahang Oil Palm Estate 1,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
68,226,Carotino / JC Chang Group (Melewar Production Unit),Gerola Estate,"High (6 in 1,000 to 1 in 100)",100.0
69,227,Carotino / JC Chang Group (Melewar Production Unit),Melewar Estate 1,"High (6 in 1,000 to 1 in 100)",100.0
70,228,Carotino / JC Chang Group (Melewar Production Unit),Pahang Oil Palm Estate 2,"High (6 in 1,000 to 1 in 100)",100.0
71,229,Carotino / JC Chang Group (Melewar Production Unit),Pahang Oil Palm Estate 3,"High (6 in 1,000 to 1 in 100)",100.0
72,230,Carotino / JC Chang Group (Melewar Production Unit),Tye Yang Estate,"High (6 in 1,000 to 1 in 100)",100.0
73,231,Carotino / JC Chang Group (Takon Production Unit),Muis Melewar Plantation 1,Extremely High (more than 1 in 100),100.0
74,232,Carotino / JC Chang Group (Takon Production Unit),Muis Melewar Plantation 2,Extremely High (more than 1 in 100),100.0
75,233,Carotino / JC Chang Group (Takon Production Unit),Pelita Estate,Extremely High (more than 1 in 100),100.0
76,234,Carotino / JC Chang Group (Takon Production Unit),Takon Estate,Extremely High (more than 1 in 100),100.0
77,248,Dara-Lam Soon Sdn Bhd,Sg Merba,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
78,362,APL,BJ Corporation (Lot 20),"High (6 in 1,000 to 1 in 100)",100.0
79,363,APL,Fortune (Lot 10),"High (6 in 1,000 to 1 in 100)",100.0
80,364,APL,Grand Performance (Lot 18),"High (6 in 1,000 to 1 in 100)",100.0
81,365,APL,Incosetia (Lot 16),"High (6 in 1,000 to 1 in 100)",100.0
82,366,APL,Kronos (Lot 15),"High (6 in 1,000 to 1 in 100)",100.0
83,367,FELDA Global Ventures Holdings Berhad,Bera Selatan 01,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
84,368,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"High (6 in 1,000 to 1 in 100)",45.12
85,368,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"Low - Medium (1 in 1,000 to 2 in 1,000)",33.66
86,368,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"Medium - High (2 in 1,000 to 6 in 1,000)",21.22
87,369,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"High (6 in 1,000 to 1 in 100)",1.05
88,369,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"Low - Medium (1 in 1,000 to 2 in 1,000)",90.66
89,369,FELDA Global Ventures Holdings Berhad,Bera Selatan 03,"Medium - High (2 in 1,000 to 6 in 1,000)",8.29
90,370,FELDA Global Ventures Holdings Berhad,Bera Selatan 04,"High (6 in 1,000 to 1 in 100)",10.27
91,370,FELDA Global Ventures Holdings Berhad,Bera Selatan 04,"Medium - High (2 in 1,000 to 6 in 1,000)",89.73
92,371,FELDA Global Ventures Holdings Berhad,Bera Selatan 04,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
93,372,FELDA Global Ventures Holdings Berhad,Bera Selatan 05,"High (6 in 1,000 to 1 in 100)",5.07
94,372,FELDA Global Ventures Holdings Berhad,Bera Selatan 05,"Medium - High (2 in 1,000 to 6 in 1,000)",94.93
95,373,FELDA Global Ventures Holdings Berhad,Bera Selatan 05,"High (6 in 1,000 to 1 in 100)",0.02
96,373,FELDA Global Ventures Holdings Berhad,Bera Selatan 05,"Medium - High (2 in 1,000 to 6 in 1,000)",99.98
97,374,FELDA Global Ventures Holdings Berhad,Bera Selatan 07,"High (6 in 1,000 to 1 in 100)",18.54
98,374,FELDA Global Ventures Holdings Berhad,Bera Selatan 07,"Medium - High (2 in 1,000 to 6 in 1,000)",81.46
99,375,FELDA Global Ventures Holdings Berhad,Bera Selatan 07,"High (6 in 1,000 to 1 in 100)",0.08
100,375,FELDA Global Ventures Holdings Berhad,Bera Selatan 07,"Medium - High (2 in 1,000 to 6 in 1,000)",99.92
101,376,FELDA Global Ventures Holdings Berhad,Berabong 01,Extremely High (more than 1 in 100),9.3
102,376,FELDA Global Ventures Holdings Berhad,Berabong 01,"High (6 in 1,000 to 1 in 100)",90.7
103,377,FELDA Global Ventures Holdings Berhad,Besout 06,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
104,378,FELDA Global Ventures Holdings Berhad,Besout 07,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
105,379,FELDA Global Ventures Holdings Berhad,Blossom,"High (6 in 1,000 to 1 in 100)",100.0
106,380,FELDA Global Ventures Holdings Berhad,Bukit Sagu 04,"High (6 in 1,000 to 1 in 100)",100.0
107,381,FELDA Global Ventures Holdings Berhad,Bukit Sagu 06,"High (6 in 1,000 to 1 in 100)",100.0
108,382,FELDA Global Ventures Holdings Berhad,Bukit Sagu 07,"High (6 in 1,000 to 1 in 100)",100.0
109,383,FELDA Global Ventures Holdings Berhad,Bukit Sagu 08,"High (6 in 1,000 to 1 in 100)",100.0
110,384,FELDA Global Ventures Holdings Berhad,Chador 01,"High (6 in 1,000 to 1 in 100)",100.0
111,385,FELDA Global Ventures Holdings Berhad,Chegar Perah 02,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
112,386,FELDA Global Ventures Holdings Berhad,Cherul 03,"High (6 in 1,000 to 1 in 100)",100.0
113,387,FELDA Global Ventures Holdings Berhad,Cherul 03,"High (6 in 1,000 to 1 in 100)",100.0
114,388,FELDA Global Ventures Holdings Berhad,Chiku 08,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
115,389,FELDA Global Ventures Holdings Berhad,Chini Timur 04,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
116,390,FELDA Global Ventures Holdings Berhad,FASSB Jengka 24,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
117,391,FELDA Global Ventures Holdings Berhad,FASSB Kota Gelangi 5,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
118,392,FELDA Global Ventures Holdings Berhad,FASSB Kota Gelangi 6,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
119,393,FELDA Global Ventures Holdings Berhad,FASSB PPPTR,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
120,394,FELDA Global Ventures Holdings Berhad,FASSB Ulu Belitong,"Low - Medium (1 in 1,000 to 2 in 1,000)",78.56
121,394,FELDA Global Ventures Holdings Berhad,FASSB Ulu Belitong,"Medium - High (2 in 1,000 to 6 in 1,000)",21.44
122,395,FELDA Global Ventures Holdings Berhad,FICO,"High (6 in 1,000 to 1 in 100)",100.0
123,396,FELDA Global Ventures Holdings Berhad,HILLCO,"High (6 in 1,000 to 1 in 100)",100.0
124,397,FELDA Global Ventures Holdings Berhad,Inas Selatan,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
125,398,FELDA Global Ventures Holdings Berhad,Inas Selatan,"Low - Medium (1 in 1,000 to 2 in 1,000)",94.8
126,398,FELDA Global Ventures Holdings Berhad,Inas Selatan,"Medium - High (2 in 1,000 to 6 in 1,000)",5.2
127,399,FELDA Global Ventures Holdings Berhad,Jeroco,"High (6 in 1,000 to 1 in 100)",100.0
128,400,FELDA Global Ventures Holdings Berhad,Kalabakan Selatan 01,Extremely High (more than 1 in 100),100.0
129,401,FELDA Global Ventures Holdings Berhad,Kalabakan Tengah 01,Extremely High (more than 1 in 100),100.0
130,402,FELDA Global Ventures Holdings Berhad,Kalabakan Utara 01,Extremely High (more than 1 in 100),100.0
131,403,FELDA Global Ventures Holdings Berhad,Kechau 02,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
132,404,FELDA Global Ventures Holdings Berhad,Kechau 02,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
133,405,FELDA Global Ventures Holdings Berhad,Kechau 03,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
134,406,FELDA Global Ventures Holdings Berhad,Kechau 03,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
135,407,FELDA Global Ventures Holdings Berhad,Kechau 06,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
136,408,FELDA Global Ventures Holdings Berhad,Kechau 07,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
137,409,FELDA Global Ventures Holdings Berhad,Kechau 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
138,410,FELDA Global Ventures Holdings Berhad,Kechau 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
139,411,FELDA Global Ventures Holdings Berhad,Kechau 10,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
140,412,FELDA Global Ventures Holdings Berhad,Kechau 11,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
141,413,FELDA Global Ventures Holdings Berhad,Keratong 11,"High (6 in 1,000 to 1 in 100)",100.0
142,414,FELDA Global Ventures Holdings Berhad,Kledang 02,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
143,415,FELDA Global Ventures Holdings Berhad,Kledang 02,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
144,416,FELDA Global Ventures Holdings Berhad,Korosah,"High (6 in 1,000 to 1 in 100)",100.0
145,417,FELDA Global Ventures Holdings Berhad,Krau 02,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
146,418,FELDA Global Ventures Holdings Berhad,Krau 04,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
147,419,FELDA Global Ventures Holdings Berhad,Krau 04,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
148,420,FELDA Global Ventures Holdings Berhad,Kuril,"High (6 in 1,000 to 1 in 100)",100.0
149,421,FELDA Global Ventures Holdings Berhad,Lepar Hilir 05,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
150,422,FELDA Global Ventures Holdings Berhad,Lepar Hilir 06,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
151,423,FELDA Global Ventures Holdings Berhad,Lepar Hilir 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
152,424,FELDA Global Ventures Holdings Berhad,Lepar Utara 05,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
153,425,FELDA Global Ventures Holdings Berhad,Lepar Utara 07,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
154,426,FELDA Global Ventures Holdings Berhad,Lepar Utara 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
155,427,FELDA Global Ventures Holdings Berhad,Lepar Utara 09,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
156,428,FELDA Global Ventures Holdings Berhad,Lepar Utara 09,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
157,429,FELDA Global Ventures Holdings Berhad,Lepar Utara 11,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
158,430,FELDA Global Ventures Holdings Berhad,Lepar Utara 14,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
159,431,FELDA Global Ventures Holdings Berhad,Maokil 06,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
160,432,FELDA Global Ventures Holdings Berhad,Maokil 07,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
161,433,FELDA Global Ventures Holdings Berhad,Materis,"High (6 in 1,000 to 1 in 100)",100.0
162,434,FELDA Global Ventures Holdings Berhad,Mengkarak 01,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
163,435,FELDA Global Ventures Holdings Berhad,Mengkarak 01,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
164,436,FELDA Global Ventures Holdings Berhad,Mengkarak 02,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
165,437,FELDA Global Ventures Holdings Berhad,Merchong,"High (6 in 1,000 to 1 in 100)",36.04
166,437,FELDA Global Ventures Holdings Berhad,Merchong,"Medium - High (2 in 1,000 to 6 in 1,000)",63.96
167,438,FELDA Global Ventures Holdings Berhad,Nitar Timur,"Low - Medium (1 in 1,000 to 2 in 1,000)",97.69
168,438,FELDA Global Ventures Holdings Berhad,Nitar Timur,"Medium - High (2 in 1,000 to 6 in 1,000)",2.31
169,439,FELDA Global Ventures Holdings Berhad,Orico,"High (6 in 1,000 to 1 in 100)",100.0
170,440,FELDA Global Ventures Holdings Berhad,Paloh,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
171,441,FELDA Global Ventures Holdings Berhad,Palong 17,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
172,442,FELDA Global Ventures Holdings Berhad,Palong 18,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
173,443,FELDA Global Ventures Holdings Berhad,Palong 21,"Low - Medium (1 in 1,000 to 2 in 1,000)",87.46
174,443,FELDA Global Ventures Holdings Berhad,Palong 21,"Medium - High (2 in 1,000 to 6 in 1,000)",12.54
175,444,FELDA Global Ventures Holdings Berhad,Palong Timur 05,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
176,445,FELDA Global Ventures Holdings Berhad,Palong Timur 06,"Low - Medium (1 in 1,000 to 2 in 1,000)",100.0
177,446,FELDA Global Ventures Holdings Berhad,Pendirosa,"High (6 in 1,000 to 1 in 100)",100.0
178,449,FELDA Global Ventures Holdings Berhad,Rantau Abang 01,"High (6 in 1,000 to 1 in 100)",100.0
179,450,FELDA Global Ventures Holdings Berhad,Rantau Abang 01,"High (6 in 1,000 to 1 in 100)",100.0
180,451,FELDA Global Ventures Holdings Berhad,Sampadi 01,"High (6 in 1,000 to 1 in 100)",100.0
181,452,FELDA Global Ventures Holdings Berhad,Sampadi 03,"High (6 in 1,000 to 1 in 100)",100.0
182,453,FELDA Global Ventures Holdings Berhad,Sampadi 04,"High (6 in 1,000 to 1 in 100)",100.0
183,454,FELDA Global Ventures Holdings Berhad,Sampadi 05,"High (6 in 1,000 to 1 in 100)",100.0
184,455,FELDA Global Ventures Holdings Berhad,Sampadi 06,"High (6 in 1,000 to 1 in 100)",100.0
185,456,FELDA Global Ventures Holdings Berhad,Selancar 06,"High (6 in 1,000 to 1 in 100)",63.61
186,456,FELDA Global Ventures Holdings Berhad,Selancar 06,"Low - Medium (1 in 1,000 to 2 in 1,000)",36.39
187,457,FELDA Global Ventures Holdings Berhad,Selancar 08,"High (6 in 1,000 to 1 in 100)",82.42
188,457,FELDA Global Ventures Holdings Berhad,Selancar 08,"Low - Medium (1 in 1,000 to 2 in 1,000)",17.58
189,458,FELDA Global Ventures Holdings Berhad,Selancar 09,"High (6 in 1,000 to 1 in 100)",100.0
190,459,FELDA Global Ventures Holdings Berhad,Selendang 03,Extremely High (more than 1 in 100),100.0
191,460,FELDA Global Ventures Holdings Berhad,Selendang 04,Extremely High (more than 1 in 100),100.0
192,461,FELDA Global Ventures Holdings Berhad,Selendang 04,Extremely High (more than 1 in 100),100.0
193,462,FELDA Global Ventures Holdings Berhad,Semaring 01,"High (6 in 1,000 to 1 in 100)",100.0
194,463,FELDA Global Ventures Holdings Berhad,Semaring 01,"High (6 in 1,000 to 1 in 100)",100.0
195,464,FELDA Global Ventures Holdings Berhad,Serting Hilir 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
196,465,FELDA Global Ventures Holdings Berhad,Serting Hilir 08,"Low - Medium (1 in 1,000 to 2 in 1,000)",8.99
197,465,FELDA Global Ventures Holdings Berhad,Serting Hilir 08,"Medium - High (2 in 1,000 to 6 in 1,000)",91.01
198,466,FELDA Global Ventures Holdings Berhad,Setiu 01,"High (6 in 1,000 to 1 in 100)",100.0
199,467,FELDA Global Ventures Holdings Berhad,Setiu 01,"High (6 in 1,000 to 1 in 100)",100.0
200,468,FELDA Global Ventures Holdings Berhad,SUBOK,"High (6 in 1,000 to 1 in 100)",100.0
201,469,FELDA Global Ventures Holdings Berhad,SUBOR,"High (6 in 1,000 to 1 in 100)",100.0
202,470,FELDA Global Ventures Holdings Berhad,Telang,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
203,471,FELDA Global Ventures Holdings Berhad,Telang 01,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
204,472,FELDA Global Ventures Holdings Berhad,Telang 01,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
205,473,FELDA Global Ventures Holdings Berhad,Tembangau 03,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
206,474,FELDA Global Ventures Holdings Berhad,Tembangau 05,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
207,475,FELDA Global Ventures Holdings Berhad,Tembangau 06,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
208,476,FELDA Global Ventures Holdings Berhad,Tembangau 07,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
209,477,FELDA Global Ventures Holdings Berhad,Tembangau 08,"Medium - High (2 in 1,000 to 6 in 1,000)",100.0
